date,credit_gdp_gap,abs_gdp,market_debt_share,sloos_ci,cape,buffett,courbe_10a3m,m2_yoy,taux_reel_10a,baa_aaa_spread,vix,nfci_leverage,margin_loans_z1,current_account_gdp,top1_wealth_share,net_equity_issuance_gdp,corp_debt_to_profits
1956-10-01,,,-0.025311851050952492,,0.6848505045446704,,,,,0.9786353182977212,,,,,,,
1956-11-01,,,-0.025213500792391586,,0.6176929284391804,,,,,1.0091309528908805,,,,,,,
1956-12-01,,,-0.025116288041838464,,0.6344477852895652,,,,,0.9308256172294865,,,,-0.38777574470068055,,,
1957-01-01,,,-0.0367765867903255,,0.526867120631257,,,,,0.8201699114843675,,,,-0.548565766434071,,,
1957-02-01,,,-0.03663684258867273,,0.33125844953637584,,,,,0.7315892207819826,,,,-0.5456534388626262,,,
1957-03-01,,,-0.03649867927893427,,0.34372723347299744,,,,,0.7630451551841685,,,,-0.54278709574893,,,
1957-04-01,,,-0.10467095421362863,,0.3934471914947343,,,,,0.7617341398887035,,,,-0.4041043653467117,,,
1957-05-01,,,-0.10427831209736328,,0.4993203280339881,,,,,0.7495274920760991,,,,-0.4022330026970787,,,1.0512374832090787
1957-06-01,,,-0.1038900558782345,,0.5284741452844036,,,,,0.8136990144430223,,,,-0.400387431524764,,,1.0421329427126524
1957-07-01,,,0.1262565840224579,,0.5592116565106049,,,,,0.7904216574143801,,,,-0.404138775635373,,,1.2877763047444417
1957-08-01,,,0.1257909781259483,,0.33487208490153925,,,,,0.8108665056870903,,,,-0.4023108644418601,,,1.2739440181551465
1957-09-01,,,0.12533048609461164,,0.1751760467443201,,,,,0.7111430398460339,,,,-0.4005075634066843,,,1.2605491812025438
1957-10-01,,,0.4003007777930025,,-0.05092884733695336,,,,,0.6225504728837177,,,,-0.1724851288277185,,,1.8884219314013135
1957-11-01,,,0.39864916336526696,,-0.14361447190890908,,,,,0.49031545366973606,,,,-0.1718109513535812,,,1.8547013590226906
1957-12-01,,,0.39701784712976523,,-0.15767713278802953,,,,,0.2595606728932061,,,,-0.17114461955467222,,,1.8227280472547458
1958-01-01,,,0.8646775753618129,,-0.13171827835148767,,,,,0.24829449706718407,,,,0.2063310062011703,,,2.9673308689657607
1958-02-01,,,0.8594106369212116,,-0.13243818494228501,,,,,0.42370236402185485,,,,0.20553258917673795,,,2.8591860843652284
1958-03-01,,,0.8542390009918309,,-0.10073288865064497,,,,,0.44514762338720393,,,,0.20474337262231698,,,2.7620741270412896
1958-04-01,,,1.0861742584668066,,-0.10339759752679362,,,,,0.4225892873059011,,,,0.3265302272720287,,,2.598255152645622
1958-05-01,,,1.0780966128207317,,-0.010980092308815081,,,,,0.44407678235924736,,,,0.32521765877650083,,,2.524241435780642
1958-06-01,,,1.0701969397412003,,0.05923271373237204,,,,,0.5206180723279481,,,,0.3239208051464897,,,2.4562190992198754
1958-07-01,,,1.3027842349129537,,0.1317363468544321,,,,,0.6521516044989357,,,,0.28605137696589733,,,1.7122783284954308
1958-08-01,,,1.2910527011807575,,0.2640240012041877,,,,,0.6952644085600822,,,,0.2849514470060549,,,1.6876088584106643
1958-09-01,,,1.2796331304721458,,0.35123535562581104,,,,,0.7382884560217663,,,,0.2838641163668237,,,1.66397772260194
1958-10-01,,,1.1240268784786847,,0.49268104027356063,,,,,0.7040029782639459,,,,0.49799905920379406,,,1.0086320755543434
1958-11-01,,,1.1156898472214034,,0.5891808168204673,,,,,0.7360161954721559,,,,0.4958342349071935,,,1.0012867267137229
1958-12-01,,,1.1075360058956896,,0.6721483468179396,,,,,0.7458766785128015,,,,0.4936974396759254,,,0.994099929204715
1959-01-01,,,1.0561533051050775,,0.812017661149675,,,,,0.7667626326724063,,,,0.7108376237170475,,,0.7611925381241563
1959-02-01,,,1.0489707599819837,,0.7613748499392726,,,,,0.765500784259124,,,,0.7071847414164649,,,0.7569429889579966
1959-03-01,,,1.0419330937513656,,0.860456834912968,,,,,0.7974072531869343,,,,0.7035877131323288,,,0.75276397922981
1959-04-01,,,0.6167669652974009,,0.9115571177738601,,,,,0.8955523648647103,,,,0.9451214388700656,,,0.43879559941467855
1959-05-01,,,0.614081024106421,,0.969806953250625,,,,,0.9381010365039492,,,,0.9391361082167606,,,0.43698593722924617
1959-06-01,,,0.6114299285308796,,0.913697471742811,,,,,0.9473408330082691,,,,0.9332633161781975,,,0.43519850890769457
1959-07-01,,,0.5057426278872312,,1.0577172183654904,,,,,0.9123334640509615,,,,0.4300808990565613,,,1.176267505241385
1959-08-01,,,0.5037768763330321,,1.026802051110515,,,,,0.855325436947285,,,,0.42841089993397613,,,1.1667714448060111
1959-09-01,,,0.5018338997477656,,0.8370690223966287,1.5992482176120888,,,,0.8538124611339588,,,-0.34372007772297425,0.42676022633055405,,0.9675633749267275,1.1575022112209339
1959-10-01,,,0.2868407212918245,,0.8134314944086866,1.9257014843779972,,,,0.7969624194129712,,,-0.5517087517050266,0.5708365231185213,,0.5539229254162239,1.458388341966861
1959-11-01,,,0.2858981013370878,,0.8239740129625388,1.8891266987717097,,,,0.8067111097080719,,,-0.5487719151731068,0.5684030715051245,,0.5509687425339354,1.4432866162895845
1959-12-01,,,0.28496471858732386,,0.9481519982048913,1.8545633140252815,,,,0.805358989515707,,,-0.5458815731934041,0.5660005263336553,,0.5480614164770409,1.428645391201824
1960-01-01,,,-0.049371937979223325,,0.8824988252871361,1.2809742554470938,,,,0.7707638019712275,,,-0.9020365674680819,0.11086792271364368,,0.8482779464889789,0.9194762962804619
1960-02-01,,,-0.04922442761425646,,0.7024595443744887,1.2675220055632113,,,,0.7140700110146855,,,-0.8955168802596319,0.11051443359084405,,0.8424644515332776,0.9139480671589406
1960-03-01,,,-0.04907823152629891,,0.6432867869771312,1.254485876412647,,,,0.7351754073885189,,,-0.8891369097503048,0.11016430438822802,,0.8367691674742862,0.9085185775580353
1960-04-01,,,-0.19517546611995767,,0.6753236192572641,1.3967631612930296,,,,0.7451359721283853,,,-0.9244469790798882,0.13295351294410865,,0.8063574459888528,1.5020415891367203
1960-05-01,,,-0.19458205137184606,,0.6355302381917866,1.3807736792400327,,,,0.6662160037663515,,,-0.9177743896619532,0.1325352381734786,,0.8011778998877024,1.4864711178552241
1960-06-01,,,-0.19399401787164072,,0.7634234048957717,1.3653222654831805,,,,0.6763669097944873,,,-0.911244595232149,0.13212088679290052,,0.7960971405847918,1.4713758871816052
1960-07-01,,,-0.057876187453499914,,0.6617120037387217,0.8679092217531461,,,,0.6753800713364339,,,-0.6767397704057808,-0.2881025655677216,,0.7547670611391613,1.7637466380385853
1960-08-01,,,-0.05770908622140263,,0.7077027802417177,0.8621215660649959,,,,0.6855251448985965,,,-0.6729873315180849,-0.2871551601793414,,0.7502608380035547,1.74116899194631
1960-09-01,,,-0.057543424027691685,,0.5870758873778767,0.8564484531656604,,,,0.7290496615437879,,,-0.6692967618929663,-0.2862170451538102,,0.7458345590051473,1.719438048448823
1960-10-01,,,-0.04583429193012967,,0.4853786631912252,1.6355212425994237,,,,0.6722490966591275,,,-0.6243465903700576,-0.4080782348369718,,0.9408918691328618,2.120765394128658
1960-11-01,,,-0.04570436725512842,,0.6077186432834591,1.613309393494623,,,,0.7158571640747798,,,-0.621120554782012,-0.40665805987105974,,0.9342965405232072,2.085322534789242
1960-12-01,,,-0.045575541199957915,,0.7016140305136003,1.5919803074644165,,,,0.7370806026538105,,,-0.6179441128905919,-0.405252623666103,,0.9278383225863314,2.0516013243738835
1961-01-01,,,-0.08470038525371525,,0.9070161394183572,2.2360174448361847,,,,0.7024941879050889,,,0.17171384124379807,-0.4917427771936279,,0.365635876793661,2.291593075824197
1961-02-01,,,-0.08446309142356234,,1.0792140150627985,2.188043380796001,,,,0.6791369223906276,,,0.17107208099159962,-0.4899525178741314,,0.36412990600764344,2.248956561536973
1961-03-01,,,-0.08422778089020251,,1.216213041010636,2.143034224795277,,,,0.6781591493048775,,,0.1704374643467281,-0.4881816937089761,,0.3626424092752918,2.2086170520961996
1961-04-01,,,0.2923691820627999,,1.3365564600197732,2.0010708167699494,,,,0.7218749002131011,,,0.6399885098087702,-0.0894444925569306,,-0.2734166540461036,1.7610657422439466
1961-05-01,,,0.29150048711637777,,1.383426138015434,1.965846667757457,,,,0.7431494814039898,,,0.6367777026870239,-0.08918504097740705,,-0.2723722293500968,1.7397672851051342
1961-06-01,,,0.29063949355767427,,1.3211652777181566,1.932422124506105,,,,0.786737511874466,,,0.6336148337002111,-0.08892783418892249,,-0.27133968940984043,1.7192244331548432
1961-07-01,,,0.3655869327834815,,1.27730233201078,1.9443174545985447,,,,0.8078564797285417,,,0.47003465659744914,-0.2605160977060916,,0.7765652676537296,1.4133758504049747
1961-08-01,,,0.3644705539640877,,1.4551589506403935,1.912266716221979,,,,0.8289234592730683,,,0.4680359338937064,-0.2597288213242165,,0.7722263193062464,1.4010535223110159
1961-09-01,,,0.36336434755720487,,1.3994548662270951,1.8817527651880788,,,,0.8163735403281398,,,0.46606252767201245,-0.2589486424420903,,0.7679594525871816,1.3890485071177847
1961-10-01,,,0.24328523902698493,,1.4467155200484858,1.9117838359196346,,,,0.7702780247267115,,,0.6931131650921708,-0.17529443327861,,1.3807588222491094,1.047801399167211
1961-11-01,,,0.24260241917154962,,1.654821304540776,1.8817017725587857,,,,0.7578882041212146,,,0.6896103397709907,-0.17479176988320583,,1.3670962654561785,1.0415039268925763
1961-12-01,,,0.24192531852713245,,1.6929347555362952,1.852998536867662,,,,0.8015458008838481,,,0.686160194269762,-0.17429340681692096,,1.3538322213290996,1.035318865369398
1962-01-01,,,0.25502474585534296,,1.4998916100060422,1.5693305826249753,,,,0.822684609299454,,,-0.17118554540426906,-0.030032783617413447,,1.143183101983813,1.012594231413612
1962-02-01,,,0.25431626457380846,,1.5544358024721605,1.5512371731197458,,,,0.8325624204842972,,,-0.17059713547422353,-0.029950544806623333,,1.134368902770026,1.0068174313040628
1962-03-01,,,0.2536136575188063,,1.549800018023216,1.5337565911172968,,,,0.8312055466345153,,,-0.17001475284860404,-0.029868977877935726,,1.1257559225990725,1.0011385674307063
1962-04-01,,,0.18675778056161996,,1.3708775878251522,0.1543876964383832,,,,0.7849912212132677,,,-0.9899320469671142,-0.1277050627992421,,1.0185234473857878,1.1780649346290697
1962-05-01,,,0.1862614946165036,,1.0163403568706546,0.15387023426168367,,,,0.7501078244181212,,,-0.9835055812496395,-0.12735568320132595,,1.0117202453508036,1.1702781792762942
1962-06-01,,,0.18576914497237984,,0.5064562990939431,0.15335794134284136,,,,0.7265290541484715,,,-0.9772029380976933,-0.12700915575190372,,1.0050518636520187,1.162644088175521
1962-07-01,,,0.02531924546045251,,0.5767759659053864,0.334457361222873,,,,0.7591690007967198,,,-0.6508323614642404,-0.2843857066825974,,1.0956435443444301,1.0638942103569757
1962-08-01,,,0.025255189064430236,,0.6732066277379718,0.3332627294992664,,,,0.7580280894714766,,,-0.6478527851561481,-0.2835710931163694,,1.0878944837999647,1.0577154245558724
1962-09-01,,,0.025191616384815114,,0.6164388093883632,0.33208081752548985,,,,0.7568923095785822,,,-0.6449138319464424,-0.28276344319715224,,1.08030789067265,1.0516432479265234
1962-10-01,,,-0.281522025090578,,0.48492366511946017,1.3227814191110736,,,,0.7557616227546352,,,-0.6548165126530271,-0.08210616587636126,,1.0309760190332729,1.0875987727232437
1962-11-01,,,-0.28076497849775883,,0.7358750006781686,1.3113281416619083,,,,0.7546359910366427,,,-0.6518646734024016,-0.08189062763067993,,1.0242675977538787,1.08123577797655
1962-12-01,,,-0.2800140092053935,,0.9001538617051011,1.300167869808294,,,,0.7872809948107916,,,-0.6489524664037608,-0.08167677797781668,,1.0176887164587352,1.074983366509387
1963-01-01,,,-0.3367711565315513,,1.051047268836368,1.5027525837434423,,,,0.7635584849626728,,,-0.24564069939364871,-0.13774674983180954,,1.1344451609603692,1.1058635307996283
1963-02-01,,,-0.3358504911600342,,1.097214422480038,1.48764558616938,,,,0.7624191450990743,,,-0.2448352710014554,-0.13738636465852172,,1.126417347966668,1.0993796690485682
1963-03-01,,,-0.3349373398241064,,1.0552001441674799,1.472985995995136,,,,0.7725533909906473,,,-0.2440377168960978,-0.13702879363759168,,1.118557920493271,1.093008728569934
1963-04-01,,,-0.4545042397531433,,1.2481371472186331,1.6428248822796794,,,,0.8052102426694815,,,1.0169685755430167,-0.1880250736064745,,1.117615449112036,0.7849196857059078
1963-05-01,,,-0.45317685033503396,,1.3269474246017683,1.6244457580234566,,,,0.8377878341745357,,,1.0106809960301142,-0.1875327737517263,,1.109978932199906,0.7816240437556157
1963-06-01,,,-0.45186103380987824,,1.2973445545267448,1.6066709455628032,,,,0.8590052583694582,,,1.004508846071791,-0.187044321414924,,1.1024971500261143,0.778369635218682
1963-07-01,,,-0.624464161958505,,1.202306238170262,1.6789874518626713,,,,0.8914423205667211,,,1.0556075925346622,-0.30908114354209565,,0.975932234190341,0.6921321537381949
1963-08-01,,,-0.6223924703821863,,1.313973834214076,1.6599476482405946,,,,0.9350595670231343,,,1.0489465740665824,-0.308237386527632,,0.9702439878867204,0.6895135360398132
1963-09-01,,,-0.6203412878382192,,1.4217070062970854,1.6415421888611244,,,,0.9447060605913875,,,1.0424103253152985,-0.3074005055609296,,0.9646542521552597,0.6869244607808758
1963-10-01,,,-0.97638956639327,,1.4040593169623596,1.2945044228058677,,,,0.9656003580396147,,,0.894038775342893,-0.4558220337718025,,1.5249450272904672,0.67156277281045
1963-11-01,,,-0.9719017888500172,,1.3636136626453206,1.2843618927985572,,,,0.9638710130271453,,,0.8893203118355409,-0.4544698295889796,,1.5101252943258865,0.6691079071951175
1963-12-01,,,-0.9674754248067196,,1.4330100365526017,1.2744545140229515,,,,0.9734288714914864,,,0.8846759177050103,-0.4531295994244323,,1.4957300812956678,0.6666798053097918
1964-01-01,,,-1.1564435855060473,,1.5626799975334886,1.4623842452117928,,,,1.039335468138497,,,0.6253313943589077,-0.725954012362545,,0.3500995395132853,0.33058529028697164
1964-02-01,,,-1.1501752372335812,,1.6059628909577335,1.4491944460378987,,,,1.0035194678768886,,,0.6228243845198739,-0.7232693534397002,,0.34896780293909385,0.3296759726488682
1964-03-01,,,-1.1440078780653482,,1.677877179583632,1.4363557965076383,,,,1.024216436161807,,,0.620347333350117,-0.7206143032371289,,0.3478469791160434,0.32877412177230836
1964-04-01,,,-1.3073640794909847,,1.7315994005575739,1.526178880430892,,,,1.022289357968282,,,-0.17027011685114812,-0.36486277265551315,,0.20171074845810952,0.3983688233245072
1964-05-01,,,-1.2992690223598153,,1.7620708728892518,1.511833614659293,,,,1.031646365461046,,,-0.16977441496689832,-0.36387662644528546,,0.2011167951318513,0.3972408040429968
1964-06-01,,,-1.2913227071238964,,1.6974183704357864,1.4978860258949402,,,,1.0296980090769974,,,-0.16928301811193167,-0.36289843837675234,,0.20052805920874336,0.3961223202598667
1964-07-01,,,-1.5610066847805337,,1.8463513745728972,1.5655035402433173,,,,1.0390322521181408,,,-0.6675589481468879,-0.6674743877395132,,0.8396223887103451,0.3538954050772136
1964-08-01,,,-1.5489324620934175,,1.768100633145744,1.5505111509896803,,,,1.0596023637169845,,,-0.6648703723724504,-0.665203846101743,,0.8356338299783275,0.35293643638365935
1964-09-01,,,-1.5371344912438938,,1.8181560791864781,1.5359420441493914,,,,1.0688235215947761,,,-0.6622140721725861,-0.6629563495177522,,0.8317016791057279,0.3519852261516832
1964-10-01,,,-1.7882484317140044,,1.8851881214756796,1.6538690227613042,,,,1.0780095786170496,,,-0.9104399837397451,-0.5682381847340412,,1.498844880316408,0.4976682958855537
1964-11-01,,,-1.7716127295684068,,1.8837808303179848,1.6370209688115755,,,,1.087160103711388,,,-0.9058772321943019,-0.5664941235266368,,1.4855532709466586,0.4961937156992621
1964-12-01,,,-1.755433313763953,,1.7751590736888851,1.6206782507931976,,,,1.0962746702822204,,,-0.9013825220859075,-0.5647660412431642,,1.4726096441158363,0.49473217870670455
1965-01-01,,,-2.3114592820687205,,1.8855692176809753,1.5838380418941826,,,,1.094094421079716,,,-0.8106291562198945,-0.2510550457994642,,1.0447075362827427,0.0320463597348363
1965-02-01,,,-2.279595947087614,,1.9039806537666908,1.5689159993422257,,,,1.0919271361733083,,,-0.8070074455281148,-0.2504448597341176,,1.0388191001186597,0.03197132327985566
1965-03-01,,,-2.2490159794842683,,1.8735249456666259,1.5544085223951625,,,,1.1010275658228283,,,-0.8034339301865868,-0.24983910270679868,,1.0330292992037071,0.031896811449202755
1965-04-01,,,-2.4539212891515048,,1.9060991186186724,1.2538192173366787,,,,1.0875864246291793,,,-0.7858601662424337,-0.3233052647166906,,0.6473655520793905,-0.022953602759563534
1965-05-01,,,-2.4170309876554295,,1.9650592258454485,1.245274474865725,,,,1.085457453125834,,,-0.7824874602427088,-0.3224997025017741,,0.6449284866693554,-0.022900627429908206
1965-06-01,,,-2.381757038708528,,1.6699019344507744,1.236902368011371,,,,1.0608393885968692,,,-0.7791578804534871,-0.32170013493915994,,0.6425187791245175,-0.022848017196152995
1965-07-01,,,-2.4703422392927266,,1.6482323020836827,1.5464057402581552,,,,1.0475738149835672,,,-0.7897196618048682,-0.3402899730923502,,0.9534109627437761,-0.016974545503249158
1965-08-01,,,-2.4332628142601966,,1.7252851588521598,1.5327577352095678,,,,1.0568638682956724,,,-0.7863709565679361,-0.3394448393337942,,0.9486583909825845,-0.016935913482655173
1965-09-01,,,-2.3978055509944856,,1.8769334095177486,1.5194653312387072,,,,1.0548716963710316,,,-0.7830645615402798,-0.33860597465410774,,0.9439763112202726,-0.016897544025687182
1965-10-01,,,-2.863886168978951,,1.9605140988909209,1.6675295839841058,,,,1.0753846843761512,,,-0.22125193359473833,-0.2499089876462947,,1.2449764282246136,-0.13903404704281586
1965-11-01,,,-2.8092344175521022,,1.9885182809690536,1.651394561551123,,,,1.0958154178149873,,,-0.2206559397057152,-0.24932591225912917,,1.236823635967232,-0.13871590740668086
1965-12-01,,,-2.7575981910186433,,1.9333088331214245,1.6357196263535867,,,,1.1049207297387742,,,-0.2200647376795303,-0.2487469003620006,,1.2288291970664331,-0.13839994192528535
1966-01-01,,,-2.7118817817643692,,2.008084777709079,1.307661645368359,,,,1.1252275132587148,,,-0.06649661884608483,-0.019705035759568553,,1.047812845683637,-0.11729281147229338
1966-02-01,,,-2.6653585494593814,,1.9252990132780452,1.2987024289137479,,,,1.1005059719066985,,,-0.06632774607648377,-0.01966232286391128,,1.0422485180362995,-0.11702944288774977
1966-03-01,,,-2.6211516901735417,,1.6844820551869069,1.2899251549430812,,,,1.0309423921632725,,,-0.06616015339288812,-0.019619886518228873,,1.0367720525268782,-0.11676784056723755
1966-04-01,,,-2.8001103637841314,,1.7903784796208617,1.010175776868918,,,,0.9728719610476351,,,0.04948216916664164,0.16487281552927477,,-0.4372107068056903,-0.00835900053300609
1966-05-01,,,-2.749967073298388,,1.51317246252601,1.0050861275989313,,,,0.914989600966456,,,0.049358628271530064,0.16451052148626788,,-0.4359124997958354,-0.008340728896427828
1966-06-01,,,-2.7024260110392055,,1.4463551945669972,1.0000727675896404,,,,0.9022686667698441,,,0.04923600808839106,0.16415060562293118,,-0.43462579889992314,-0.00832257655329355
1966-07-01,,,-2.6276570782064677,,1.406553409349989,0.42712878113177877,,,,0.8895864340630142,,,-0.12109061946143583,0.18697945674210018,,0.689329505251511,0.14711893606809484
1966-08-01,,,-2.5859773831933732,,1.0862244893737212,0.42588837738554947,,,,0.8881945714462633,,,-0.1207890946707347,0.18657070466841505,,0.6868306003365325,0.14679463200938106
1966-09-01,,,-2.546221270187297,,0.9218360655431136,0.42465872683243383,,,,0.7967525136866256,,,-0.12048981131873883,0.1861646220565721,,0.6843587146735799,0.14647246339921138
1966-10-01,,,-2.440710666338392,,0.8480069128301788,0.5547355633194248,,,,0.6942313559216639,,,-0.5545547089414578,0.07670574978621675,,1.2512376560904872,0.3266101597962161
1966-11-01,,,-2.4069522660480347,,1.0396073506221364,0.5529791630177076,,,,0.591866042448699,,,-0.5527991513548621,0.07654483880211953,,1.2434725142168042,0.32583994696042407
1966-12-01,,,-2.3745578608817026,,1.0440336395453256,0.5512393601158909,,,,0.5798897728677578,,,-0.5510601806622024,0.07638493625972807,,1.2358503888728036,0.3250751600991779
1967-01-01,,,-2.162123722888216,,1.1939308945239395,1.123759026246031,,,,0.6017978579145142,,,-0.26715526283897356,0.05991684853511973,,0.6808164858755513,0.6771468909748828
1967-02-01,,,-2.1379331998271383,,1.3317646304025617,1.1176924627399705,,,,0.5784977258136745,,,-0.26647273413090294,0.05979299462936433,,0.6784381159354097,0.6750673743497254
1967-03-01,,,-2.114537477294099,,1.4100190063814826,1.111723251831208,,,,0.656941096607202,,,-0.2657954119482959,0.059669905613496256,,0.6760845327747265,0.6730069222535535
1967-04-01,,,-1.8925091362252904,,1.4604021181003481,1.2039433279274194,,,,0.6561310160069306,,,-0.024870699589273005,0.19445351003603736,,0.47970839970803075,0.7750519875179813
1967-05-01,,,-1.8755655452679199,,1.5149693181639359,1.1970094459233205,,,,0.6553239262318626,,,-0.02481221523374865,0.19404285524911477,,0.4783202825923566,0.772472202243279
1967-06-01,-2.353652136692901,,-1.8590694361615214,,1.4268734360924642,1.1901941814655799,,,,0.6658363794734133,,,-0.024754141520835635,0.19363479167747322,,0.4769441576662689,0.7699180404106359
1967-07-01,-2.3885721695345232,,-1.5381730485159386,,1.4792690910711226,1.3798880615982945,,,,0.6989763501392996,,,1.0568796757484662,0.15892491064966907,,0.26671650320865753,0.8065727913836543
1967-08-01,-2.3246663840134056,,-1.5281437985612998,,1.525897255025291,1.3706061136961778,,,,0.6641075725679494,,,1.0516892768898207,0.15859736507374872,,0.2660541965746611,0.8038385797486683
1967-09-01,-2.2656364543432406,,-1.5183084112770657,,1.5641338606308857,1.3615092441224133,,,,0.6179572759340266,,,1.0465747215361632,0.15827183662809843,,0.2653968012283397,0.8011320230343294
1967-10-01,-1.0431045503678618,,-1.2816446793874954,,1.5290056972374702,1.5124923088070703,,,,0.6739247567067742,,,1.9475839509436046,0.26224387363479496,,0.11478347699415256,0.5746629272208191
1967-11-01,-1.034428739013941,,-1.2751498825485026,,1.353014428726318,1.5011433110683772,,,,0.7298018416824658,,,1.926368971239913,0.26168705641051454,,0.1145176490338716,0.5731123731397022
1967-12-01,-1.0259664235764168,,-1.268752950363009,,1.4564560321865219,1.4900463319361954,,,,0.6267219119268574,,,1.9058331787375549,0.26113377209674166,,0.11425365955384757,0.5715743152995274
1968-01-01,-2.297964779466478,,-1.433820324359283,,1.4025806429596963,0.8737750605648148,,,,0.7054603672090974,,,0.9266756938982295,0.42339481675769003,,0.5982715508459547,0.9006919813755008
1968-02-01,-2.2428843626225072,,-1.4255202761340782,,1.166560415779662,0.8702961079886001,,,,0.6704911917349601,,,0.9227870726841708,0.42241421462373013,,0.596437627516441,0.8974222226802885
1968-03-01,-2.1915888854103707,,-1.4173628774890543,,1.0595986624676554,0.8668584423233419,,,,0.6242092677473078,,,0.9189470699602973,0.4214403989444124,,0.5946204858116187,0.8941878641882669
1968-04-01,-1.9793671815938638,,-1.388396149963669,,1.347737092552502,1.2990675266057454,,,,0.6007327072098434,,,1.7220639674035312,0.3755600387295109,,0.46929390537291965,0.899995122417146
1968-05-01,-1.9427961624846424,,-1.3807808324016493,,1.421859321865262,1.2913006941385314,,,,0.6000439655033266,,,1.7069207986180082,0.3747283075690413,,0.4680188532495323,0.8967689517967621
1968-06-01,-1.9081832146696407,,-1.3732896035709368,,1.5003128360048303,1.2836717141859098,,,,0.5652005833842423,,,1.692170654181749,0.3739020810236313,,0.46675414670474163,0.8935772731183814
1968-07-01,-2.2911248442280634,,-1.2121052432261166,,1.4440442346190157,1.1673419079854421,,,,0.6215337723351237,,,1.0228707404770647,0.40027975992250275,,1.262205507064484,1.0222410376625284
1968-08-01,-2.238867591332941,,-1.2065558368850489,,1.3096357952423363,1.161283397169049,,,,0.5524234902656261,,,1.0182708643983103,0.3993887087399213,,1.2550187015398,1.018150321957044
1968-09-01,-2.1900347736304893,,-1.2010820495440686,,1.4244667996260567,1.155318381347598,,,,0.529007742410025,,,1.0137325821077412,0.39850358535730895,,1.2479534433098582,1.0141083892259388
1968-10-01,-1.8627725877575336,,-1.3934714787676221,,1.492021033740958,1.8449465406673493,,,,0.6083277137628897,,,0.7942750540212717,0.5405111565209171,,1.312314686943552,1.0165556560374591
1968-11-01,-1.8327770288332128,,-1.3859605308153617,,1.5306797079535828,1.827417555268856,,,,0.5277044628275948,,,0.7914645697315281,0.5391859799658985,,1.3045748442013823,1.012557642104628
1968-12-01,-1.8041876525523002,,-1.3785698732385478,,1.54590233199702,1.810379384118163,,,,0.5728459588269466,,,0.7886837503271676,0.5378705112130309,,1.296970531539326,1.008606491523015
1969-01-01,-2.4680308164364617,,-1.372278831626025,,1.3114500500169965,1.3878837955534646,,,,0.6293663660052163,,,0.2700513990676768,0.42124110023808065,,0.5973212606948973,1.329090951009501
1969-02-01,-2.4070861128552576,,-1.365107539393309,,1.2456481991466795,1.3792013634466,,,,0.7315380627931874,,,0.26943142529012887,0.42031084311512046,,0.5955858060021544,1.3220685289792373
1969-03-01,-2.3504489615818525,,-1.3580476336381668,,1.0955486858971144,1.3706800723798047,,,,0.7077348672019321,,,0.26881570339472827,0.41938672582283215,,0.5938654069881727,1.3151563837340285
1969-04-01,-1.8585495365260987,,-1.5268583279826953,,1.1429148360160115,1.0930253425752035,,,,0.7182976075670527,,,-0.9052669676376135,0.555286769707483,,0.5340408074376013,1.708575869764786
1969-05-01,-1.8299610146429883,,-1.5177460850999425,,1.2581346614104436,1.0879549846803884,,,,0.6258173299514374,,,-0.9017841299853461,0.5539389596776403,,0.5325899014204747,1.6959626554639151
1969-06-01,-1.80265445318594,,-1.5087952243519187,,0.98692571183021,1.0829546370795,,,,0.6365542879587146,,,-0.8983412394268427,0.5526009252168301,,0.5311507684935924,1.6836249836929789
1969-07-01,-2.009211357192015,,-1.5522167428028346,,0.7648598358326814,0.7815885085024679,,,,0.5899730133750676,,,-1.6685794633384292,0.4170331219439198,,0.12188510571880068,2.1235251692657244
1969-08-01,-1.9750600242285603,,-1.542838347793606,,0.7102002091649338,0.7789594924592053,,,,0.4402022436152791,,,-1.6554449200091177,0.41613513549999737,,0.12162712632569492,2.1018188801170385
1969-09-01,-1.9425953470567028,,-1.5336280786505072,,0.702947301847585,0.7763568630410327,,,,0.41681004853522446,,,-1.6426160723674552,0.4152429285259922,,0.12137077822430656,2.0807653762534
1969-10-01,-1.640327989037498,,-1.67984607072178,,0.713316702038434,0.48950556378439536,,,,0.4393862678413834,,,-1.8835602645873577,0.32341594030718585,,-0.35887801447137035,2.426986983374445
1969-11-01,-1.6201895358035419,,-1.6685979283428334,,0.7104725588370846,0.48825467806157624,,,,0.42746175750224225,,,-1.8659958978179683,0.3227679234945409,,-0.35804318624192144,2.396409877529655
1969-12-01,-1.600776302380177,,-1.657572952186989,,0.4714344009694923,0.4870133412282921,,-2.0413754711432466,,0.3925364412223254,,,-1.8489143584625205,0.3221237879232947,,-0.3572141601521442,2.36696077701668
1970-01-01,-2.085558082165621,,-2.169991757983815,,0.4203737396453834,0.25753413367957007,,-2.0895522781189593,,0.36914155680391375,,,-1.8128001557720892,0.1712024253538954,,-0.09516476081509193,3.2552736147710832
1970-02-01,-2.0494234276979086,,-2.1486053048104203,,0.2658036025593463,0.25697525127582166,,-2.6333924861199347,,0.48399982647231454,,,-1.7970507142966647,0.17088630265560845,,-0.09496938357185525,3.187823581095678
1970-03-01,-2.0151065319949875,,-2.127839373988423,,0.2998903077659281,0.25641999277683747,,-2.6977214268155096,,0.5526630894083079,,,-1.7817051433430142,0.17057192486656203,,-0.09477520479355374,3.124401228629497
